STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
1885,C25101301,Nhập môn chuyên ngành DC,4,1,2025-2026,DC03,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,DC,2025-08-15,2025-12-30
1886,C25101302,Tư duy thuật toán DC,3,1,2025-2026,DC03,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,DC,2025-08-15,2025-12-30
1887,C25101303,Công cụ học tập số DC,3,1,2025-2026,DC03,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,DC,2025-08-15,2025-12-30
1888,C25101304,Kỹ năng học thuật DC,3,1,2025-2026,DC03,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,DC,2025-08-15,2025-12-30
1889,C25101305,Thực hành nền tảng DC,2,1,2025-2026,DC03,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,DC,2025-08-15,2025-12-30
1890,C25101306,Seminar định hướng DC,2,1,2025-2026,DC03,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,DC,2025-08-15,2025-12-30
1891,C25101401,Nhập môn chuyên ngành DC,4,1,2025-2026,DC04,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,DC,2025-08-15,2025-12-30
1892,C25101402,Tư duy thuật toán DC,3,1,2025-2026,DC04,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,DC,2025-08-15,2025-12-30
1893,C25101403,Công cụ học tập số DC,3,1,2025-2026,DC04,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,DC,2025-08-15,2025-12-30
1894,C25101404,Kỹ năng học thuật DC,3,1,2025-2026,DC04,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,DC,2025-08-15,2025-12-30
1895,C25101405,Thực hành nền tảng DC,2,1,2025-2026,DC04,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,DC,2025-08-15,2025-12-30
1896,C25101501,Nhập môn chuyên ngành DC,4,1,2025-2026,DC05,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,DC,2025-08-15,2025-12-30
1897,C25101502,Tư duy thuật toán DC,3,1,2025-2026,DC05,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,DC,2025-08-15,2025-12-30
1898,C25101503,Công cụ học tập số DC,3,1,2025-2026,DC05,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,DC,2025-08-15,2025-12-30
1899,C25101504,Kỹ năng học thuật DC,3,1,2025-2026,DC05,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,DC,2025-08-15,2025-12-30
1900,C25101505,Thực hành nền tảng DC,2,1,2025-2026,DC05,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,DC,2025-08-15,2025-12-30
1901,C25101506,Seminar định hướng DC,2,1,2025-2026,DC05,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,DC,2025-08-15,2025-12-30
1902,C25101601,Nhập môn chuyên ngành DTVT,4,1,2025-2026,DTVT01,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,DTVT,2025-08-15,2025-12-30
1903,C25101602,Tư duy thuật toán DTVT,3,1,2025-2026,DTVT01,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,DTVT,2025-08-15,2025-12-30
1904,C25101603,Công cụ học tập số DTVT,3,1,2025-2026,DTVT01,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,DTVT,2025-08-15,2025-12-30
1905,C25101604,Kỹ năng học thuật DTVT,3,1,2025-2026,DTVT01,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,DTVT,2025-08-15,2025-12-30
1906,C25101605,Thực hành nền tảng DTVT,2,1,2025-2026,DTVT01,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,DTVT,2025-08-15,2025-12-30
1907,C25101701,Nhập môn chuyên ngành DTVT,4,1,2025-2026,DTVT02,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,DTVT,2025-08-15,2025-12-30
1908,C25101702,Tư duy thuật toán DTVT,3,1,2025-2026,DTVT02,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,DTVT,2025-08-15,2025-12-30
1909,C25101703,Công cụ học tập số DTVT,3,1,2025-2026,DTVT02,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,DTVT,2025-08-15,2025-12-30
1910,C25101704,Kỹ năng học thuật DTVT,3,1,2025-2026,DTVT02,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,DTVT,2025-08-15,2025-12-30
1911,C25101705,Thực hành nền tảng DTVT,2,1,2025-2026,DTVT02,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,DTVT,2025-08-15,2025-12-30
1912,C25101706,Seminar định hướng DTVT,2,1,2025-2026,DTVT02,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,DTVT,2025-08-15,2025-12-30
1913,C25101801,Nhập môn chuyên ngành DTVT,4,1,2025-2026,DTVT03,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,DTVT,2025-08-15,2025-12-30
1914,C25101802,Tư duy thuật toán DTVT,3,1,2025-2026,DTVT03,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,DTVT,2025-08-15,2025-12-30
1915,C25101803,Công cụ học tập số DTVT,3,1,2025-2026,DTVT03,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,DTVT,2025-08-15,2025-12-30
1916,C25101804,Kỹ năng học thuật DTVT,3,1,2025-2026,DTVT03,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,DTVT,2025-08-15,2025-12-30
1917,C25101805,Thực hành nền tảng DTVT,2,1,2025-2026,DTVT03,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,DTVT,2025-08-15,2025-12-30
1918,C25101901,Nhập môn chuyên ngành DTVT,4,1,2025-2026,DTVT04,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,DTVT,2025-08-15,2025-12-30
1919,C25101902,Tư duy thuật toán DTVT,3,1,2025-2026,DTVT04,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,DTVT,2025-08-15,2025-12-30
1920,C25101903,Công cụ học tập số DTVT,3,1,2025-2026,DTVT04,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,DTVT,2025-08-15,2025-12-30
1921,C25101904,Kỹ năng học thuật DTVT,3,1,2025-2026,DTVT04,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,DTVT,2025-08-15,2025-12-30
1922,C25101905,Thực hành nền tảng DTVT,2,1,2025-2026,DTVT04,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,DTVT,2025-08-15,2025-12-30
1923,C25101906,Seminar định hướng DTVT,2,1,2025-2026,DTVT04,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,DTVT,2025-08-15,2025-12-30
1924,C25102001,Nhập môn chuyên ngành DTVT,4,1,2025-2026,DTVT05,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,DTVT,2025-08-15,2025-12-30
1925,C25102002,Tư duy thuật toán DTVT,3,1,2025-2026,DTVT05,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,DTVT,2025-08-15,2025-12-30
1926,C25102003,Công cụ học tập số DTVT,3,1,2025-2026,DTVT05,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,DTVT,2025-08-15,2025-12-30
1927,C25102004,Kỹ năng học thuật DTVT,3,1,2025-2026,DTVT05,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,DTVT,2025-08-15,2025-12-30
1928,C25102005,Thực hành nền tảng DTVT,2,1,2025-2026,DTVT05,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,DTVT,2025-08-15,2025-12-30
1929,C25102101,Nhập môn chuyên ngành HDH,4,1,2025-2026,HDH01,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,HDH,2025-08-15,2025-12-30
1930,C25102102,Tư duy thuật toán HDH,3,1,2025-2026,HDH01,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,HDH,2025-08-15,2025-12-30
1931,C25102103,Công cụ học tập số HDH,3,1,2025-2026,HDH01,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,HDH,2025-08-15,2025-12-30
1932,C25102104,Kỹ năng học thuật HDH,3,1,2025-2026,HDH01,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,HDH,2025-08-15,2025-12-30
1933,C25102105,Thực hành nền tảng HDH,2,1,2025-2026,HDH01,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,HDH,2025-08-15,2025-12-30
1934,C25102106,Seminar định hướng HDH,2,1,2025-2026,HDH01,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,HDH,2025-08-15,2025-12-30
1935,C25102201,Nhập môn chuyên ngành HDH,4,1,2025-2026,HDH02,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,HDH,2025-08-15,2025-12-30
1936,C25102202,Tư duy thuật toán HDH,3,1,2025-2026,HDH02,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,HDH,2025-08-15,2025-12-30
1937,C25102203,Công cụ học tập số HDH,3,1,2025-2026,HDH02,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,HDH,2025-08-15,2025-12-30
1938,C25102204,Kỹ năng học thuật HDH,3,1,2025-2026,HDH02,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,HDH,2025-08-15,2025-12-30
1939,C25102205,Thực hành nền tảng HDH,2,1,2025-2026,HDH02,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,HDH,2025-08-15,2025-12-30
1940,C25102301,Nhập môn chuyên ngành HDH,4,1,2025-2026,HDH03,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,HDH,2025-08-15,2025-12-30
1941,C25102302,Tư duy thuật toán HDH,3,1,2025-2026,HDH03,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,HDH,2025-08-15,2025-12-30
1942,C25102303,Công cụ học tập số HDH,3,1,2025-2026,HDH03,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,HDH,2025-08-15,2025-12-30
1943,C25102304,Kỹ năng học thuật HDH,3,1,2025-2026,HDH03,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,HDH,2025-08-15,2025-12-30
1944,C25102305,Thực hành nền tảng HDH,2,1,2025-2026,HDH03,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,HDH,2025-08-15,2025-12-30
1945,C25102306,Seminar định hướng HDH,2,1,2025-2026,HDH03,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,HDH,2025-08-15,2025-12-30
1946,C25102401,Nhập môn chuyên ngành HDH,4,1,2025-2026,HDH04,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,HDH,2025-08-15,2025-12-30
1947,C25102402,Tư duy thuật toán HDH,3,1,2025-2026,HDH04,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,HDH,2025-08-15,2025-12-30
1948,C25102403,Công cụ học tập số HDH,3,1,2025-2026,HDH04,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,HDH,2025-08-15,2025-12-30
1949,C25102404,Kỹ năng học thuật HDH,3,1,2025-2026,HDH04,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,HDH,2025-08-15,2025-12-30
1950,C25102405,Thực hành nền tảng HDH,2,1,2025-2026,HDH04,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,HDH,2025-08-15,2025-12-30
1951,C25102501,Nhập môn chuyên ngành HDH,4,1,2025-2026,HDH05,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,HDH,2025-08-15,2025-12-30
1952,C25102502,Tư duy thuật toán HDH,3,1,2025-2026,HDH05,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,HDH,2025-08-15,2025-12-30
1953,C25102503,Công cụ học tập số HDH,3,1,2025-2026,HDH05,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,HDH,2025-08-15,2025-12-30
1954,C25102504,Kỹ năng học thuật HDH,3,1,2025-2026,HDH05,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,HDH,2025-08-15,2025-12-30
1955,C25102505,Thực hành nền tảng HDH,2,1,2025-2026,HDH05,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,HDH,2025-08-15,2025-12-30
1956,C25102506,Seminar định hướng HDH,2,1,2025-2026,HDH05,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,HDH,2025-08-15,2025-12-30
1957,C25102601,Nhập môn chuyên ngành HH,4,1,2025-2026,HH01,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,HH,2025-08-15,2025-12-30
1958,C25102602,Tư duy thuật toán HH,3,1,2025-2026,HH01,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,HH,2025-08-15,2025-12-30
1959,C25102603,Công cụ học tập số HH,3,1,2025-2026,HH01,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,HH,2025-08-15,2025-12-30
1960,C25102604,Kỹ năng học thuật HH,3,1,2025-2026,HH01,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,HH,2025-08-15,2025-12-30
1961,C25102605,Thực hành nền tảng HH,2,1,2025-2026,HH01,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,HH,2025-08-15,2025-12-30
1962,C25102701,Nhập môn chuyên ngành HH,4,1,2025-2026,HH02,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,HH,2025-08-15,2025-12-30
1963,C25102702,Tư duy thuật toán HH,3,1,2025-2026,HH02,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,HH,2025-08-15,2025-12-30
1964,C25102703,Công cụ học tập số HH,3,1,2025-2026,HH02,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,HH,2025-08-15,2025-12-30
1965,C25102704,Kỹ năng học thuật HH,3,1,2025-2026,HH02,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,HH,2025-08-15,2025-12-30
1966,C25102705,Thực hành nền tảng HH,2,1,2025-2026,HH02,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,HH,2025-08-15,2025-12-30
1967,C25102706,Seminar định hướng HH,2,1,2025-2026,HH02,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,HH,2025-08-15,2025-12-30
1968,C25102801,Nhập môn chuyên ngành HH,4,1,2025-2026,HH03,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,HH,2025-08-15,2025-12-30
1969,C25102802,Tư duy thuật toán HH,3,1,2025-2026,HH03,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,HH,2025-08-15,2025-12-30
1970,C25102803,Công cụ học tập số HH,3,1,2025-2026,HH03,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,HH,2025-08-15,2025-12-30
1971,C25102804,Kỹ năng học thuật HH,3,1,2025-2026,HH03,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,HH,2025-08-15,2025-12-30
1972,C25102805,Thực hành nền tảng HH,2,1,2025-2026,HH03,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,HH,2025-08-15,2025-12-30
1973,C25102901,Nhập môn chuyên ngành HH,4,1,2025-2026,HH04,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,HH,2025-08-15,2025-12-30
1974,C25102902,Tư duy thuật toán HH,3,1,2025-2026,HH04,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,HH,2025-08-15,2025-12-30
1975,C25102903,Công cụ học tập số HH,3,1,2025-2026,HH04,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,HH,2025-08-15,2025-12-30
1976,C25102904,Kỹ năng học thuật HH,3,1,2025-2026,HH04,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,HH,2025-08-15,2025-12-30
1977,C25102905,Thực hành nền tảng HH,2,1,2025-2026,HH04,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,HH,2025-08-15,2025-12-30
1978,C25102906,Seminar định hướng HH,2,1,2025-2026,HH04,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,HH,2025-08-15,2025-12-30
1979,C25103001,Nhập môn chuyên ngành HH,4,1,2025-2026,HH05,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,HH,2025-08-15,2025-12-30
1980,C25103002,Tư duy thuật toán HH,3,1,2025-2026,HH05,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,HH,2025-08-15,2025-12-30
1981,C25103003,Công cụ học tập số HH,3,1,2025-2026,HH05,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,HH,2025-08-15,2025-12-30
1982,C25103004,Kỹ năng học thuật HH,3,1,2025-2026,HH05,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,HH,2025-08-15,2025-12-30
1983,C25103005,Thực hành nền tảng HH,2,1,2025-2026,HH05,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,HH,2025-08-15,2025-12-30
1984,C25103101,Nhập môn chuyên ngành KHMT,4,1,2025-2026,KHMT01,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,KHMT,2025-08-15,2025-12-30
1985,C25103102,Tư duy thuật toán KHMT,3,1,2025-2026,KHMT01,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,KHMT,2025-08-15,2025-12-30
1986,C25103103,Công cụ học tập số KHMT,3,1,2025-2026,KHMT01,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,KHMT,2025-08-15,2025-12-30
1987,C25103104,Kỹ năng học thuật KHMT,3,1,2025-2026,KHMT01,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,KHMT,2025-08-15,2025-12-30
1988,C25103105,Thực hành nền tảng KHMT,2,1,2025-2026,KHMT01,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,KHMT,2025-08-15,2025-12-30
1989,C25103106,Seminar định hướng KHMT,2,1,2025-2026,KHMT01,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,KHMT,2025-08-15,2025-12-30
1990,C25103201,Nhập môn chuyên ngành KHMT,4,1,2025-2026,KHMT02,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,KHMT,2025-08-15,2025-12-30
1991,C25103202,Tư duy thuật toán KHMT,3,1,2025-2026,KHMT02,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,KHMT,2025-08-15,2025-12-30
1992,C25103203,Công cụ học tập số KHMT,3,1,2025-2026,KHMT02,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,KHMT,2025-08-15,2025-12-30
1993,C25103204,Kỹ năng học thuật KHMT,3,1,2025-2026,KHMT02,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,KHMT,2025-08-15,2025-12-30
1994,C25103205,Thực hành nền tảng KHMT,2,1,2025-2026,KHMT02,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,KHMT,2025-08-15,2025-12-30
1995,C25103301,Nhập môn chuyên ngành KHMT,4,1,2025-2026,KHMT03,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,KHMT,2025-08-15,2025-12-30
1996,C25103302,Tư duy thuật toán KHMT,3,1,2025-2026,KHMT03,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,KHMT,2025-08-15,2025-12-30
1997,C25103303,Công cụ học tập số KHMT,3,1,2025-2026,KHMT03,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,KHMT,2025-08-15,2025-12-30
1998,C25103304,Kỹ năng học thuật KHMT,3,1,2025-2026,KHMT03,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,KHMT,2025-08-15,2025-12-30
1999,C25103305,Thực hành nền tảng KHMT,2,1,2025-2026,KHMT03,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,KHMT,2025-08-15,2025-12-30
2000,C25103306,Seminar định hướng KHMT,2,1,2025-2026,KHMT03,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,KHMT,2025-08-15,2025-12-30
2001,C25103401,Nhập môn chuyên ngành KHMT,4,1,2025-2026,KHMT04,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,KHMT,2025-08-15,2025-12-30
2002,C25103402,Tư duy thuật toán KHMT,3,1,2025-2026,KHMT04,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,KHMT,2025-08-15,2025-12-30
2003,C25103403,Công cụ học tập số KHMT,3,1,2025-2026,KHMT04,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,KHMT,2025-08-15,2025-12-30
2004,C25103404,Kỹ năng học thuật KHMT,3,1,2025-2026,KHMT04,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,KHMT,2025-08-15,2025-12-30
2005,C25103405,Thực hành nền tảng KHMT,2,1,2025-2026,KHMT04,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,KHMT,2025-08-15,2025-12-30
2006,C25103501,Nhập môn chuyên ngành KHMT,4,1,2025-2026,KHMT05,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,KHMT,2025-08-15,2025-12-30
2007,C25103502,Tư duy thuật toán KHMT,3,1,2025-2026,KHMT05,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,KHMT,2025-08-15,2025-12-30
2008,C25103503,Công cụ học tập số KHMT,3,1,2025-2026,KHMT05,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,KHMT,2025-08-15,2025-12-30
2009,C25103504,Kỹ năng học thuật KHMT,3,1,2025-2026,KHMT05,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,KHMT,2025-08-15,2025-12-30
2010,C25103505,Thực hành nền tảng KHMT,2,1,2025-2026,KHMT05,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,KHMT,2025-08-15,2025-12-30
2011,C25103506,Seminar định hướng KHMT,2,1,2025-2026,KHMT05,T7(1-2)-P.cs2:A106,GV0501,TS. Phan Nhật An,KHMT,2025-08-15,2025-12-30
2012,C25103601,Nhập môn chuyên ngành KHVL,4,1,2025-2026,KHVL01,T2(1-4)-P.cs2:A101,GV0502,ThS. Vũ Thị Bích,KHVL,2025-08-15,2025-12-30
2013,C25103602,Tư duy thuật toán KHVL,3,1,2025-2026,KHVL01,T3(1-3)-P.cs2:A102,GV0601,TS. Vũ Minh Dũng,KHVL,2025-08-15,2025-12-30
2014,C25103603,Công cụ học tập số KHVL,3,1,2025-2026,KHVL01,T4(1-3)-P.cs2:A103,GV0602,ThS. Võ Thanh Giang,KHVL,2025-08-15,2025-12-30
2015,C25103604,Kỹ năng học thuật KHVL,3,1,2025-2026,KHVL01,T5(1-3)-P.cs2:A104,GV0701,TS. Võ Anh Long,KHVL,2025-08-15,2025-12-30
2016,C25103605,Thực hành nền tảng KHVL,2,1,2025-2026,KHVL01,T6(1-2)-P.cs2:A105,GV0702,ThS. Đặng Phương Hương,KHVL,2025-08-15,2025-12-30
2017,C25103701,Nhập môn chuyên ngành KHVL,4,1,2025-2026,KHVL02,T2(1-4)-P.cs2:A101,GV0801,TS. Đặng Hữu Quân,KHVL,2025-08-15,2025-12-30
2018,C25103702,Tư duy thuật toán KHVL,3,1,2025-2026,KHVL02,T3(1-3)-P.cs2:A102,GV0802,ThS. Bùi Bảo Mai,KHVL,2025-08-15,2025-12-30
2019,C25103703,Công cụ học tập số KHVL,3,1,2025-2026,KHVL02,T4(1-3)-P.cs2:A103,GV0901,TS. Bùi Tuấn Việt,KHVL,2025-08-15,2025-12-30
2020,C25103704,Kỹ năng học thuật KHVL,3,1,2025-2026,KHVL02,T5(1-3)-P.cs2:A104,GV0902,ThS. Đỗ Mỹ Thảo,KHVL,2025-08-15,2025-12-30
2021,C25103705,Thực hành nền tảng KHVL,2,1,2025-2026,KHVL02,T6(1-2)-P.cs2:A105,GV1001,TS. Đỗ Bảo Đạt,KHVL,2025-08-15,2025-12-30
2022,C25103706,Seminar định hướng KHVL,2,1,2025-2026,KHVL02,T7(1-2)-P.cs2:A106,GV1002,ThS. Hồ Khánh Anh,KHVL,2025-08-15,2025-12-30
2023,C25103801,Nhập môn chuyên ngành KHVL,4,1,2025-2026,KHVL03,T2(1-4)-P.cs2:A101,GV1101,TS. Hồ Nhật Cường,KHVL,2025-08-15,2025-12-30
2024,C25103802,Tư duy thuật toán KHVL,3,1,2025-2026,KHVL03,T3(1-3)-P.cs2:A102,GV1102,ThS. Ngô Thị Dung,KHVL,2025-08-15,2025-12-30
2025,C25103803,Công cụ học tập số KHVL,3,1,2025-2026,KHVL03,T4(1-3)-P.cs2:A103,GV0101,TS. Lê Anh Hải,KHVL,2025-08-15,2025-12-30
2026,C25103804,Kỹ năng học thuật KHVL,3,1,2025-2026,KHVL03,T5(1-3)-P.cs2:A104,GV0102,ThS. Phạm Phương Hà,KHVL,2025-08-15,2025-12-30
2027,C25103805,Thực hành nền tảng KHVL,2,1,2025-2026,KHVL03,T6(1-2)-P.cs2:A105,GV0201,TS. Phạm Hữu Nam,KHVL,2025-08-15,2025-12-30
2028,C25103901,Nhập môn chuyên ngành KHVL,4,1,2025-2026,KHVL04,T2(1-4)-P.cs2:A101,GV0202,ThS. Hoàng Bảo Lan,KHVL,2025-08-15,2025-12-30
2029,C25103902,Tư duy thuật toán KHVL,3,1,2025-2026,KHVL04,T3(1-3)-P.cs2:A102,GV0301,TS. Hoàng Tuấn Sơn,KHVL,2025-08-15,2025-12-30
2030,C25103903,Công cụ học tập số KHVL,3,1,2025-2026,KHVL04,T4(1-3)-P.cs2:A103,GV0302,ThS. Huỳnh Mỹ My,KHVL,2025-08-15,2025-12-30
2031,C25103904,Kỹ năng học thuật KHVL,3,1,2025-2026,KHVL04,T5(1-3)-P.cs2:A104,GV0401,TS. Huỳnh Bảo Huy,KHVL,2025-08-15,2025-12-30
2032,C25103905,Thực hành nền tảng KHVL,2,1,2025-2026,KHVL04,T6(1-2)-P.cs2:A105,GV0402,ThS. Phan Khánh Trang,KHVL,2025-08-15,2025-12-30
